114238.00,08254.37857,5459.18037,0.95,-0.67,-0.10
114238.00,08254.37857,5459.18037,0.90,-0.57,-0.10
114238.00,08254.37857,5459.18037,0.95,-0.62,-0.10
114240.00,08254.37844,5459.18026,0.90,-0.57,-0.05
114240.00,08254.37844,5459.18026,0.95,-0.67,-0.05
114240.00,08254.37844,5459.18026,1.00,-0.90,0.10
114240.00,08254.37844,5459.18026,1.14,-0.38,0.10
114240.00,08254.37844,5459.18026,0.90,-0.62,-0.05
114240.00,08254.37844,5459.18026,0.86,-0.62,-0.10
114240.00,08254.37844,5459.18026,0.76,-0.71,-0.10
114240.00,08254.37844,5459.18026,0.81,-0.43,-0.38
114241.00,08254.37833,5459.18021,0.76,-0.67,-0.19
114241.00,08254.37833,5459.18021,0.86,-0.62,0.00
114241.00,08254.37833,5459.18021,0.76,-0.71,-0.10
114241.00,08254.37833,5459.18021,0.81,-0.71,-0.19
114241.00,08254.37833,5459.18021,0.71,-0.76,-0.19
114241.00,08254.37833,5459.18021,0.48,-0.57,-0.43
114241.00,08254.37833,5459.18021,0.86,-0.62,-0.05
114242.00,08254.37814,5459.18032,0.81,-0.67,-0.14
114242.00,08254.37814,5459.18032,0.90,-0.67,-0.10
114242.00,08254.37814,5459.18032,0.86,-0.62,-0.10
114242.00,08254.37814,5459.18032,0.95,-0.67,-0.10
114242.00,08254.37814,5459.18032,0.86,-0.62,-0.10
114242.00,08254.37814,5459.18032,0.86,-0.62,-0.10
114242.00,08254.37814,5459.18032,0.90,-0.62,-0.05
114243.00,08254.37799,5459.18034,0.81,-0.57,-0.10
114243.00,08254.37799,5459.18034,0.81,-0.62,-0.10
114243.00,08254.37799,5459.18034,0.90,-0.67,-0.05
114243.00,08254.37799,5459.18034,0.90,-0.62,-0.14
114243.00,08254.37799,5459.18034,0.86,-0.62,-0.10
114243.00,08254.37799,5459.18034,0.90,-0.62,-0.10
114243.00,08254.37799,5459.18034,0.86,-0.62,-0.14
114243.00,08254.37799,5459.18034,0.86,-0.62,-0.10
114244.00,08254.37779,5459.18035,0.90,-0.57,-0.10
114244.00,08254.37779,5459.18035,0.90,-0.67,-0.10
114244.00,08254.37779,5459.18035,0.76,-0.62,-0.10
114244.00,08254.37779,5459.18035,0.90,-0.62,-0.10
114244.00,08254.37779,5459.18035,0.86,-0.67,-0.14
114244.00,08254.37779,5459.18035,0.90,-0.62,-0.05
114244.00,08254.37779,5459.18035,0.86,-0.67,-0.10
114245.00,08254.37760,5459.18037,0.81,-0.67,0.00
114245.00,08254.37760,5459.18037,0.81,-0.57,-0.05
114245.00,08254.37760,5459.18037,0.86,-0.67,-0.05
114245.00,08254.37760,5459.18037,0.86,-0.67,-0.05
114245.00,08254.37760,5459.18037,0.76,-0.57,-0.10
114245.00,08254.37760,5459.18037,0.81,-0.62,-0.05
114245.00,08254.37760,5459.18037,0.86,-0.62,-0.14
114245.00,08254.37760,5459.18037,0.81,-0.57,-0.10
114246.00,08254.37745,5459.18035,0.81,-0.67,-0.05
114246.00,08254.37745,5459.18035,0.81,-0.67,-0.10
114246.00,08254.37745,5459.18035,0.86,-0.67,-0.05
114246.00,08254.37745,5459.18035,0.86,-0.57,-0.10
114246.00,08254.37745,5459.18035,0.90,-0.62,-0.10
114246.00,08254.37745,5459.18035,0.86,-0.57,-0.10
114246.00,08254.37745,5459.18035,0.86,-0.62,-0.14
114247.00,08254.37730,5459.18032,0.86,-0.57,-0.10
114247.00,08254.37730,5459.18032,0.81,-0.62,-0.10
114247.00,08254.37730,5459.18032,0.90,-0.62,-0.10
114247.00,08254.37730,5459.18032,0.86,-0.62,-0.10
114247.00,08254.37730,5459.18032,0.86,-0.62,-0.05
114247.00,08254.37730,5459.18032,0.86,-0.62,-0.05
114247.00,08254.37730,5459.18032,0.86,-0.71,-0.10
114247.00,08254.37730,5459.18032,0.81,-0.57,-0.05
114248.00,08254.37718,5459.18031,0.86,-0.67,-0.14
114248.00,08254.37718,5459.18031,0.81,-0.62,-0.05
114248.00,08254.37718,5459.18031,0.81,-0.57,-0.10
114248.00,08254.37718,5459.18031,0.90,-0.62,-0.10
114248.00,08254.37718,5459.18031,0.90,-0.62,-0.05
114248.00,08254.37718,5459.18031,0.86,-0.62,-0.10
114248.00,08254.37718,5459.18031,0.90,-0.62,-0.05
114249.00,08254.37696,5459.18036,0.90,-0.67,-0.10
114249.00,08254.37696,5459.18036,0.86,-0.67,-0.05
114249.00,08254.37696,5459.18036,0.86,-0.62,-0.14
114249.00,08254.37696,5459.18036,0.86,-0.57,-0.10
114249.00,08254.37696,5459.18036,0.81,-0.62,-0.05
114249.00,08254.37696,5459.18036,0.86,-0.62,-0.05
114249.00,08254.37696,5459.18036,0.81,-0.57,-0.10
114250.00,08254.37690,5459.18039,0.90,-0.62,-0.05
114250.00,08254.37690,5459.18039,0.90,-0.62,-0.05
114250.00,08254.37690,5459.18039,0.81,-0.62,-0.10
114250.00,08254.37690,5459.18039,0.86,-0.67,-0.05
114250.00,08254.37690,5459.18039,0.90,-0.62,-0.10
114250.00,08254.37690,5459.18039,0.86,-0.62,-0.05
114250.00,08254.37690,5459.18039,0.86,-0.62,-0.14
114250.00,08254.37690,5459.18039,0.86,-0.62,-0.05
114251.00,08254.37686,5459.18040,0.86,-0.62,-0.05
114251.00,08254.37686,5459.18040,0.81,-0.62,-0.10
114251.00,08254.37686,5459.18040,0.86,-0.67,-0.05
114251.00,08254.37686,5459.18040,0.90,-0.62,-0.10
114251.00,08254.37686,5459.18040,0.86,-0.62,-0.05
114251.00,08254.37686,5459.18040,0.90,-0.62,-0.05
114251.00,08254.37686,5459.18040,0.86,-0.57,-0.05
114252.00,08254.37683,5459.18043,0.86,-0.62,-0.10
114252.00,08254.37683,5459.18043,0.81,-0.62,-0.10
114252.00,08254.37683,5459.18043,0.86,-0.62,-0.10
114252.00,08254.37683,5459.18043,0.90,-0.57,-0.10
114252.00,08254.37683,5459.18043,0.86,-0.62,-0.10
114252.00,08254.37683,5459.18043,0.81,-0.57,-0.10
114252.00,08254.37683,5459.18043,0.90,-0.57,-0.10
114253.00,08254.37678,5459.18046,0.81,-0.67,-0.10
114253.00,08254.37678,5459.18046,0.86,-0.62,-0.10
114253.00,08254.37678,5459.18046,0.86,-0.62,-0.10
114253.00,08254.37678,5459.18046,0.86,-0.57,-0.05
114253.00,08254.37678,5459.18046,0.86,-0.67,-0.05
114253.00,08254.37678,5459.18046,0.95,-0.62,-0.10
114253.00,08254.37678,5459.18046,0.90,-0.62,-0.05
114253.00,08254.37678,5459.18046,0.90,-0.62,-0.10
114254.00,08254.37667,5459.18051,0.90,-0.67,-0.10
114254.00,08254.37667,5459.18051,0.81,-0.62,-0.05
114254.00,08254.37667,5459.18051,0.86,-0.62,-0.05
114254.00,08254.37667,5459.18051,0.86,-0.62,-0.05
114254.00,08254.37667,5459.18051,0.86,-0.57,-0.05
114254.00,08254.37667,5459.18051,0.81,-0.67,-0.05
114255.00,08254.37654,5459.18063,0.81,-0.62,-0.10
114255.00,08254.37654,5459.18063,0.90,-0.67,-0.10
